nCount_RNA	group	gauss_1_-9_0.5	gauss_1_-9_0.5_expression	gauss_0.5_-9.5_0.5_gauss_0.5_-6_0.5	gauss_0.5_-9.5_0.5_gauss_0.5_-6_0.5_expression	gauss_0.75_-9_0.5	gauss_0.75_-9_0.5_expression	gauss_0.5_-9_0.3_gauss_0.5_-7.5_0.1	gauss_0.5_-9_0.3_gauss_0.5_-7.5_0.1_expression	gauss_0.3_-9.5_0.15_gauss_0.4_-8_0.15_gauss_0.3_-6.5_0.15	gauss_0.3_-9.5_0.15_gauss_0.4_-8_0.15_gauss_0.3_-6.5_0.15_expression
5886	group3	4	-8.220597229690071	43	-5.0823336385675875	0	-9.61781831205306	7	-7.326760149487586	6	-6.928953194993383
26993	group3	0	-8.945298651787287	94	-5.779655063792445	0	-inf	9	-7.534944795766443	49	-6.381595039373003
13212	group3	1	-9.609872198489516	0	-9.849294974968194	2	-9.070393221092312	13	-7.623313682252531	24	-6.781661132592089
13574	group3	2	-7.775315675469301	0	-9.964445962261909	4	-8.480523941322772	6	-7.428172561104328	0	-9.321640891126318
20615	group2	3	-9.272887083991284	6	-8.22478088206017	4	-8.684127911285456	2	-8.804774030693375	31	-6.269186578188645
18069	group3	2	-9.099418931444449	1	-10.236586623899942	4	-8.135291285394851	11	-7.448344036755251	0	-9.511038997812326
15054	group2	4	-9.350199252460627	22	-6.359626920713339	1	-8.652973863965288	3	-8.815577811127831	1	-9.928953194993383
12804	group1	2	-9.10169722448228	24	-6.291707297289504	0	-9.255564496276458	1	-9.037970578402277	1	-8.114114046289354
21508	group3	3	-8.878665279459103	58	-6.162524814190893	2	-9.06142170280652	6	-7.432619850849907	5	-9.381595039373003
14562	group2	1	-8.899084910562998	19	-6.280117253118899	0	-10.015196776889148	8	-7.397354503112755	39	-6.22679528921239
15775	group2	7	-8.669489856200654	0	-10.010707365261034	1	-9.480387555106967	0	-8.526337725877845	1	-9.78166113259209
20790	group3	5	-8.103920895512216	1	-9.283802149510198	0	-inf	4	-9.062154503155861	22	-6.564054707885723
37038	group3	8	-9.060232285894253	76	-6.451123034035251	2	-9.510179639401994	3	-8.990979875478368	15	-8.10667448424576
16055	group3	2	-9.616560367723213	0	-9.661790035038262	0	-8.864703287514667	1	-9.100853951890587	21	-6.674705286517309
14927	group3	0	-9.591159063254818	27	-6.295486137734723	0	-inf	2	-8.975620868714998	4	-7.8287738393848
19463	group3	2	-9.332877259099563	49	-6.1380897461253685	3	-8.67608510129507	1	-9.072157253232113	24	-6.709561103700239
29746	group3	1	-9.837097903809466	2	-9.28808764606706	1	-9.28018670944208	7	-8.390346202333065	11	-8.075263332079174
16666	group1	4	-8.587485087780507	31	-6.258441946866293	1	-9.294250809839715	8	-7.568114842906732	8	-8.011872704177472
19269	group2	3	-9.24910678181554	1	-9.100410002482493	4	-9.77327791140554	3	-8.872245986084177	5	-8.103923951300873
18642	group3	2	-9.155492489151426	2	-8.86869316833759	2	-9.06388102894293	7	-7.696601472110664	34	-6.369101806812226
15257	group1	0	-9.000945741419002	26	-6.349294974968195	3	-8.875915986426588	7	-7.395909363320499	3	-8.089010415656468
18444	group3	2	-9.698310212297717	2	-9.12401757539256	4	-8.777109520673429	0	-9.504889466657502	24	-6.53031772664307
10035	group2	1	-9.43065818038802	1	-9.996880491559295	0	-9.391354521723732	1	-9.130165913769153	3	-9.269186578188645
20361	group2	3	-8.662644237156014	28	-6.46444596226191	8	-8.005755160094724	1	-9.424868259070747	4	-9.22679528921239
21828	group3	4	-8.690730434606854	191	-4.72478088206017	3	-8.402470832014362	12	-7.540865031226243	6	-7.881764308469048
17027	group3	1	-9.221585965350318	2	-8.945428359319177	1	-9.047618799350312	3	-8.736030301269537	0	-9.564054707885722
13622	group3	4	-8.094732542937273	15	-6.736586623899942	4	-9.26359388966698	1	-8.587622030288166	0	-9.674705286517309
19412	group1	0	-9.65286346127887	26	-6.510707365261033	0	-inf	10	-7.620740046083176	22	-6.58975399001332
19912	group1	1	-9.17249360507749	1	-10.382458864137877	0	-inf	12	-7.616829028209955	5	-8.06681449872479
13029	group1	1	-9.115419871567735	45	-5.783802149510197	0	-9.160792346546092	1	-9.135312872823581	2	-9.709561103700239
16089	group2	0	-10.39654250007327	1	-9.55721064851506	1	-8.924434814173503	12	-7.387162666846009	27	-6.536512955186938
13057	group1	3	-8.03123559319196	0	-9.74908709696088	2	-9.00931385777848	2	-8.815940211566204	3	-8.072318028006082
18539	group3	4	-8.81683399272997	44	-6.161790035038262	3	-8.758235606295846	2	-9.06304696888782	7	-7.925966350857285
18254	group1	0	-9.522294690953895	0	-10.030399518165217	0	-inf	1	-8.877582550281497	38	-6.186722796860343
16725	group3	8	-7.974413278571278	5	-9.204166739636161	5	-8.615517421154157	10	-7.481916668670661	22	-6.447962100936838
17229	group3	3	-8.707168999913808	2	-9.59162828688979	0	-inf	6	-8.480280448462757	1	-9.369101806812225
13921	group3	3	-8.785236929989019	2	-8.990072635315382	3	-8.31687857822054	7	-7.469709796533942	2	-9.530317726643071
17178	group3	3	-9.303499199100022	1	-10.241232738911336	0	-inf	5	-7.414961312906703	7	-7.924926900875445
16782	group3	1	-8.946888637982392	53	-5.788087646067059	1	-8.426367603443694	4	-9.104834387299329	22	-6.388140957495132
19868	group2	0	-9.76284015811468	1	-9.07684405407896	2	-9.055114577700962	2	-9.369941046757594	33	-6.383463861331548
18276	group3	2	-8.602486952787578	71	-5.6004100024824925	3	-8.805874792857553	2	-8.784517683312986	2	-9.589753990013321
11230	group2	0	-9.18721915942161	1	-9.25102992581659	1	-9.193563590588981	0	-8.845032110265754	7	-7.881136607404005
17919	group3	1	-8.932975901722688	0	-9.436747912346746	0	-inf	6	-7.567690094512266	30	-6.347236830021808
10701	group1	3	-8.398972568900147	60	-5.36869316833759	2	-9.293610156164156	1	-8.79785955254972	0	-9.536512955186938
17193	group1	4	-8.85762594457547	58	-5.62401757539256	5	-8.044586574321817	7	-7.612511459070718	0	-9.186722796860343
14320	group1	0	-8.868766277268366	21	-6.4968804915592955	0	-inf	2	-8.692063509338263	4	-7.974385332130165
13124	group1	2	-8.861750347588908	46	-5.445428359319176	0	-inf	0	-9.204344528720197	2	-8.263061129071557
19314	group2	1	-9.366635801947657	1	-10.209405275574268	2	-9.229923075109049	12	-7.585295128012665	34	-6.340797284196893
16844	group3	6	-8.581997640282866	1	-9.625887059184912	6	-8.004631093838878	0	-9.589804416331992	9	-7.905455528511575
21865	group1	5	-8.228320444597758	28	-6.882458864137877	0	-inf	6	-8.687728089961496	26	-6.6065699670493965
16201	group3	2	-8.620597169951035	0	-10.273337305632207	1	-9.174517696491264	7	-7.6104574614394975	6	-7.925250617794961
21860	group3	2	-8.557545592767559	50	-6.057210648515061	2	-8.873587454389225	1	-9.12259509367873	7	-7.8472793585653084
11854	group3	3	-9.438640759459094	25	-6.24908709696088	3	-8.45529522590685	0	-9.362220138249528	4	-8.126970292531743
16495	group1	3	-9.433893611436464	28	-6.530399518165216	0	-8.988038989095543	11	-7.529109579842623	7	-7.621878854876751
12916	group3	0	-9.72043801214592	0	-10.541325967872474	3	-8.803437359370967	2	-9.350487084629865	20	-6.532278170363546
20059	group2	4	-8.383873464585783	66	-5.70416673963616	1	-9.120692399904678	10	-7.589097573219299	1	-9.447962100936838
16825	group3	3	-9.127089933803685	41	-6.091628286889791	0	-9.237762428906624	6	-7.496136478702068	2	-9.388140957495132
25587	group2	2	-8.300078028759508	117	-5.490072635315381	0	-9.082888511565718	10	-7.548084914255058	4	-9.383463861331549
14816	group3	1	-9.3909558413434	15	-6.741232738911336	1	-9.324858710373512	3	-8.661488000538025	5	-8.18485791722049
5381	group3	1	-9.218754491414291	25	-5.57684405407896	0	-inf	0	-8.945750006011984	2	-7.89095701089653
14982	group3	3	-8.95228745640437	47	-5.75102992581659	7	-8.184308523020704	3	-7.50799794891237	3	-9.347236830021808
19013	group3	3	-8.539274965670245	52	-5.936747912346747	0	-inf	1	-8.909129389601825	6	-7.9931067163846565
13265	group3	2	-8.969624902100247	13	-6.709405275574267	0	-inf	9	-7.435020966389565	0	-9.340797284196894
16379	group3	0	-8.894437622496142	39	-6.125887059184912	2	-9.083849301383232	12	-7.359872310622683	6	-8.073069896826679
16000	group3	2	-8.991736216347192	5	-7.860127299444301	0	-inf	8	-7.344406208488882	30	-6.6141140462893535
15986	group3	0	-8.91140613986202	12	-6.773337305632208	0	-inf	7	-7.488507782018538	9	-7.877580145826504
15325	group2	0	-9.558235008942372	1	-9.014569339979863	1	-8.13866540107665	1	-8.74488393872011	3	-8.04221451818175
29102	group3	0	-8.959536449513362	6	-8.603703573800859	2	-10.342554338899813	18	-7.4787629712626025	1	-9.606569967049396
11393	group3	0	-9.093289496755734	15	-7.041325967872474	0	-8.990789602642675	7	-7.550838022838265	0	-9.532278170363545
13163	group3	2	-9.028412240442924	158	-4.360127299444301	0	-inf	0	-9.2030702835368	0	-9.614114046289354
14655	group3	5	-8.753831722031675	54	-5.514569339979864	2	-8.719024163788957	13	-7.399401800769209	1	-9.60667448424576
18985	group3	0	-9.340339070504443	2	-9.714506659254923	1	-9.146910618918804	1	-9.337534377212153	33	-6.606674484245761
14704	group3	1	-9.042254013702316	0	-9.151901010194285	4	-8.452673460400623	10	-7.3468209137298945	19	-6.3287738393848
17889	group3	4	-9.148680941386752	2	-9.151291863861536	2	-8.680153822398443	10	-7.559360180371538	25	-6.575263332079175
10151	group3	2	-8.79134899751257	1	-9.1992420931664	1	-9.137300060160952	0	-9.255885384037995	2	-9.3287738393848
15408	group3	2	-8.607614674492206	0	-9.498170254642766	4	-8.782495370914129	2	-9.331372384318492	5	-8.350343273141586
15882	group2	1	-9.477712631186845	0	-9.614123779097017	10	-7.594060812497063	3	-9.087328739527868	28	-6.511872704177471
14862	group1	1	-8.707044784448692	81	-5.103703573800858	0	-inf	3	-9.267292719657899	8	-8.175091767456525
12230	group3	4	-7.967108339890583	0	-10.534806131332726	0	-inf	2	-7.423589433491521	18	-6.603923951300874
20280	group2	3	-9.735578462916312	0	-9.194927956796672	3	-8.874002436658387	1	-8.988409436106204	36	-6.5890104156564675
22534	group3	2	-9.415085947657557	2	-9.288251549778563	3	-8.850248834396519	0	-9.144254742765174	2	-9.575263332079174
12964	group3	1	-9.440288799922085	2	-8.94105663327458	2	-9.219995655613982	6	-7.532956653889951	5	-7.931351289262052
15408	group2	2	-9.139548860771646	26	-6.214506659254923	5	-8.933251479488597	7	-7.517111499491514	12	-7.66430515823956
12861	group3	5	-8.188575457023	0	-9.637121044431764	1	-9.644630596905866	0	-9.023993846737108	5	-8.2221888802214
14646	group3	0	-8.993323661826413	43	-5.651901010194285	2	-9.099145128331482	1	-8.805062899168693	5	-8.002541797659154
19469	group3	1	-9.347346797643613	1	-8.629093905763883	0	-inf	14	-7.481571524237386	19	-7.782389968472214
12825	group2	4	-8.689098247847214	1	-9.723750438096323	6	-7.771206186854575	3	-8.579616931868049	0	-9.511872704177472
12917	group3	0	-9.299902265535424	45	-5.651291863861536	1	-8.466392224631848	5	-7.540117681758043	1	-9.603923951300873
33668	group3	3	-8.438293918989032	130	-5.6992420931664	1	-8.679289672202977	10	-8.533218625466647	51	-6.381764308469048
21036	group3	5	-8.847366479877994	1	-10.127713609172929	7	-8.448039167697502	1	-8.965523346055614	30	-6.566814498724791
13768	group3	0	-8.305610301814866	43	-5.9981702546427655	3	-8.059122504446258	6	-7.41048956227791	3	-9.589010415656468
13235	group3	4	-9.330672121576509	26	-6.114123779097017	4	-8.70320594260444	4	-7.649585236454001	13	-6.572318028006083
30187	group1	13	-7.4845714438139845	21	-7.034806131332726	4	-7.964560737111957	3	-8.936288913787807	10	-7.908969452128722
17791	group2	2	-8.587707687483272	2	-9.030918164362928	5	-8.465100820771504	15	-7.569539690875648	4	-9.381764308469048
11444	group1	1	-8.67270992370665	1	-9.734173129779116	2	-8.916740244990867	4	-7.5119411441474275	0	-9.56681449872479
21234	group1	2	-9.025594223803832	91	-5.694927956796671	8	-8.140261722355682	2	-9.152514068514797	12	-8.056343126611786
21110	group3	1	-9.362798559567214	64	-5.788251549778564	1	-10.179607369006389	22	-7.6044823703882	1	-9.572318028006082
13862	group3	4	-9.433884338811795	59	-5.441056633274579	1	-9.285674480964389	2	-8.698205402307629	1	-9.425966350857285
16483	group2	2	-9.067988663050295	0	-10.127360153556427	0	-inf	3	-8.540462741189684	3	-9.424926900875445
14799	group1	2	-9.398634892746564	2	-9.437588176807077	5	-8.867106476625997	3	-9.178080541114614	23	-6.425966350857285
16892	group3	4	-8.85866214387579	36	-6.137121044431763	0	-inf	10	-7.463936201623423	2	-8.213288682364768
14949	group3	2	-9.41304871592366	103	-5.129093905763883	3	-9.456045456566942	5	-7.651490429919863	1	-9.381136607404004
10017	group1	0	-8.689458649580496	1	-9.121748928473725	2	-9.07802920141475	1	-8.770768300474563	18	-6.424926900875445
22573	group2	6	-8.521939147937651	0	-9.379280185579153	0	-9.319395448188818	7	-9.098869961669852	54	-6.381136607404005
18744	group3	0	-9.352920253701141	2	-9.251287175537632	3	-9.327207605792834	8	-7.494482242959598	32	-6.474385332130165
13376	group1	5	-8.403656966122654	17	-7.4456536880974	4	-7.644036832734997	6	-7.644026487702489	0	-9.474385332130165
11953	group1	3	-9.118970967876091	1	-9.089439561344044	0	-inf	1	-9.05133449847454	15	-6.7630611290715565
13218	group2	3	-8.422356056955888	1	-8.734119841841522	0	-inf	11	-7.5145246737021925	3	-8.267172694701053
16739	group3	2	-8.780916826354382	0	-10.492922886896322	3	-8.68626305546331	10	-7.449192669993616	33	-6.405455528511575
11133	group3	2	-8.438835839171453	0	-9.31747324177958	0	-9.026973924595243	9	-7.279643598126978	22	-6.425250617794961
8114	group3	1	-9.49850989776484	1	-9.11295898329765	0	-inf	7	-7.392236566977038	4	-8.112185868096962
13211	group3	3	-9.053396993389612	1	-9.682239545806329	5	-8.34241638786256	1	-8.944714572712156	22	-6.3472793585653084
15564	group3	5	-8.274285369704533	0	-9.937989738832698	2	-9.118668737765546	8	-7.338275879001396	23	-6.626970292531742
16950	group3	2	-9.30901842384079	37	-6.223750438096323	3	-8.557330162414605	4	-9.120353045274129	6	-8.055261429647764
14968	group3	2	-10.018600612840398	2	-9.301739920656646	2	-8.824592079518727	4	-8.731468686833729	4	-8.337367719266522
13555	group3	1	-9.971294590738228	0	-9.657308717827966	5	-8.186713197520643	6	-7.49320278066227	0	-9.763061129071557
16435	group3	0	-10.253220326338031	0	-9.796877791441304	2	-9.709935653164091	9	-7.28842641592282	10	-8.254051256126328
17409	group3	1	-10.057081960958413	4	-8.925249716141009	6	-8.617139463988105	1	-9.448755709362004	41	-6.121878854876751
5948	group2	0	-9.205819581594241	1	-8.832216915829639	2	-8.938875127317472	1	-9.208619072626945	0	-9.405455528511574
20766	group3	2	-8.36073595857914	1	-9.34868533191095	0	-inf	2	-9.035823432442282	29	-6.684857917220491
14158	group2	1	-9.221114639756586	2	-9.727113927358054	5	-9.57869168783212	0	-9.313447111164601	23	-6.39095701089653
18441	group3	1	-8.838236323199284	0	-9.242814641267275	7	-8.467289909208667	12	-7.524125867389219	2	-9.425250617794962
17000	group1	4	-9.054995745081804	29	-6.627713609172929	2	-9.436187830664714	12	-7.5252197507487235	29	-6.4931067163846565
26800	group3	3	-8.995725527281987	93	-5.5309181643629275	6	-8.190380757701508	14	-7.628208282825464	8	-7.954452730203764
23485	group3	2	-9.084099419872357	1	-9.085270784693304	5	-8.743453495798747	1	-8.891808604870269	31	-6.573069896826679
11674	group2	1	-9.087090172153996	26	-6.234173129779116	0	-inf	6	-7.477774825348137	3	-8.061348850705667
14010	group2	4	-8.76941795001149	3	-9.184689016361439	0	-inf	0	-9.454471289759589	22	-6.377580145826504
12811	group2	1	-9.587991335720657	9	-6.6273601535564275	0	-8.652258008457219	1	-8.983446728878794	17	-6.54221451818175
14353	group3	6	-8.494936411332638	46	-5.937588176807077	2	-8.959771305876385	8	-7.39463995960936	4	-8.113224588561687
14234	group3	4	-8.539991033376118	0	-10.226682174828394	3	-8.547735756620634	1	-9.432079463107469	0	-9.34727935856531
13326	group3	1	-9.097528670437951	53	-5.621748928473724	0	-9.93282558624242	1	-9.043574021106577	6	-8.061127874780327
18624	group3	4	-8.597303287883909	47	-5.879280185579153	3	-8.962636103025032	1	-8.847578009980849	12	-8.121893714165946
22158	group1	0	-9.350672213128588	65	-5.751287175537631	3	-9.31412540340205	3	-8.338930794380936	0	-9.626970292531743
16328	group1	1	-9.268611511937669	299	-3.9456536880973996	1	-8.858669846311729	7	-7.563385814350343	19	-6.850343273141585
20317	group2	4	-8.921868074864959	2	-9.669008888678114	4	-9.023578453326575	6	-7.5370602189967295	3	-9.121878854876751
13519	group3	1	-9.09511051254243	1	-9.320433334103098	2	-8.691711058342158	1	-8.676709700931116	17	-6.675091767456526
13556	group3	0	-9.224369016335812	46	-5.589439561344044	2	-9.41881572338107	6	-7.546354497056827	9	-7.8608725688124546
9299	group3	0	-9.336224019393299	3	-9.188889792766034	0	-inf	1	-8.51482763700419	4	-7.754006890067186
10429	group1	2	-9.278747360893021	1	-9.019609027578387	0	-inf	10	-7.533145255509521	12	-6.431351289262052
17016	group3	5	-8.530415627901757	95	-5.234119841841522	4	-8.08042405640634	11	-7.55903833863542	6	-7.688957670701486
18160	group2	2	-9.971661702834176	15	-6.992922886896323	9	-7.842070701374774	2	-8.97960834198681	8	-7.893530321030928
16406	group3	5	-8.823752817815333	1	-9.120814826416614	0	-inf	6	-7.635003972402305	5	-7.887927111168545
17940	group2	3	-9.118218475906493	0	-10.06715924151531	2	-9.104141709041375	8	-7.3619031870163765	11	-7.780535678048996
14078	group2	1	-8.636093250000176	39	-5.81747324177958	3	-9.007486592908812	8	-7.697175307640229	0	-9.68485791722049
13222	group3	6	-8.742463193180317	1	-9.853710443781893	0	-8.856221174816822	7	-7.592708219459208	3	-7.739232677864348
17904	group3	0	-10.391267233826461	78	-5.61295898329765	5	-8.36795712481117	10	-8.36527924776846	8	-7.7802192673350286
10911	group2	2	-8.707676694761286	0	-10.110714582547883	7	-8.051549522098181	3	-7.46562585497556	1	-9.39095701089653
19328	group2	3	-8.83786287827579	32	-6.182239545806329	0	-9.602901395404258	8	-7.3988438258174805	4	-9.493106716384656
18762	group3	1	-8.989068581686723	23	-6.437989738832697	1	-9.307554282207256	1	-9.072377602167657	6	-7.818157489168348
16131	group1	4	-9.234336908138946	3	-8.597761679210137	1	-9.531078061713915	6	-7.520860081370461	5	-9.573069896826679
18471	group3	5	-8.573359389022189	57	-5.801739920656646	0	-9.556390575219414	3	-7.528324629092562	6	-8.095197874942492
15675	group3	2	-9.206514654855516	36	-6.1573087178279655	0	-9.819648123658492	0	-9.07565925224617	36	-6.16430515823956
18314	group1	6	-8.082641186675156	0	-9.409795096544228	2	-8.818598256891432	9	-7.495052345701933	24	-6.722188880221402
14169	group3	3	-8.717808572252844	1	-9.223417862921094	2	-9.579518232510603	7	-7.5261312042344235	25	-6.502541797659154
21700	group3	9	-7.931085966280259	1	-8.98348546703619	8	-8.248369023647257	19	-7.4123257517852466	6	-8.239954775583236
21233	group1	2	-9.392766998460118	1	-9.664501217350352	2	-8.545840641829765	10	-7.548287868607678	34	-6.282389968472214
16845	group1	1	-9.877962820116426	17	-6.296877791441304	0	-inf	0	-9.384624848476394	6	-7.8684270781719885
20911	group1	4	-8.642605201257092	86	-5.425249716141009	0	-9.514854762656638	15	-7.598541846105052	37	-6.408969452128722
13505	group3	2	-8.573647969137356	0	-10.075501472070574	2	-9.515104308853278	8	-7.547266281553571	3	-9.377580145826505
19001	group2	2	-8.982319951472622	1	-9.713261235427634	0	-inf	2	-8.93332447604441	28	-6.556343126611785
22630	group3	1	-9.769396622872321	2	-9.57407359558865	4	-9.306192208842056	3	-8.68391987882808	10	-8.014074867299906
10447	group3	0	-9.223947592358059	53	-5.332216915829639	0	-inf	6	-7.4903732056071055	1	-8.008350655203188
24740	group3	6	-8.691007233039832	5	-8.749281542371712	8	-8.300017251989068	3	-9.190157443051028	26	-6.713288682364767
23345	group3	1	-9.092088162826872	3	-9.065200901227527	3	-9.424803679856506	2	-9.111180656990188	31	-6.767172694701053
